Culture:,en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20,8:51:55 PM,1.32E+17,2:52:34,,6.0935,27.08,36531,1013.25,35,27.87,,6.7101,26.52,7580,1013.25,35,25.3,,6.1624,26.97,43866,1013.25,35,27.87,,5.9891,27.26,34603,1013.25,35,27.87,,27.87
11/2/20,8:52:25 PM,1.32E+17,2:53:04,,6.1072,27.06,36531,1013.25,35,27.86,,6.6972,26.54,7574,1013.25,35,25.3,,6.1529,26.99,43870,1013.25,35,27.86,,5.9855,27.27,34612,1013.25,35,27.86,,27.86
11/2/20,8:52:55 PM,1.32E+17,2:53:34,,6.0956,27.08,36530,1013.25,35,27.86,,6.7036,26.53,7581,1013.25,35,25.3,,6.1587,26.98,43874,1013.25,35,27.86,,5.9799,27.28,34617,1013.25,35,27.86,,27.86
11/2/20,8:53:25 PM,1.32E+17,2:54:04,,6.1036,27.07,36541,1013.25,35,27.85,,6.7165,26.51,7582,1013.25,35,25.3,,6.1609,26.98,43873,1013.25,35,27.85,,5.9876,27.27,34625,1013.25,35,27.85,,27.85
11/2/20,8:53:55 PM,1.32E+17,2:54:34,,6.0956,27.08,36537,1013.25,35,27.86,,6.723,26.5,7581,1013.25,35,25.3,,6.1587,26.98,43874,1013.25,35,27.86,,5.9855,27.27,34644,1013.25,35,27.86,,27.86
11/2/20,8:54:25 PM,1.32E+17,2:55:04,,6.0978,27.08,36539,1013.25,35,27.85,,6.7295,26.49,7580,1013.25,35,25.3,,6.1609,26.98,43876,1013.25,35,27.85,,5.982,27.28,34645,1013.25,35,27.85,,27.85
11/2/20,8:54:55 PM,1.32E+17,2:55:34,,6.0978,27.08,36540,1013.25,35,27.85,,6.736,26.48,7584,1013.25,35,25.3,,6.155,26.99,43878,1013.25,35,27.85,,5.9763,27.29,34654,1013.25,35,27.85,,27.85
11/2/20,8:55:25 PM,1.32E+17,2:56:04,,6.0941,27.09,36546,1013.25,35,27.84,,6.7555,26.45,7584,1013.25,35,25.3,,6.163,26.98,43884,1013.25,35,27.84,,5.9784,27.29,34664,1013.25,35,27.84,,27.84
11/2/20,8:55:55 PM,1.32E+17,2:56:34,,6.0978,27.08,36553,1013.25,35,27.85,,6.7165,26.51,7583,1013.25,35,25.3,,6.155,26.99,43890,1013.25,35,27.85,,5.9763,27.29,34667,1013.25,35,27.85,,27.85
11/2/20,8:56:25 PM,1.32E+17,2:57:04,,6.1021,27.08,36553,1013.25,35,27.83,,6.7295,26.49,7580,1013.25,35,25.3,,6.1593,26.99,43886,1013.25,35,27.83,,5.9748,27.3,34677,1013.25,35,27.83,,27.83
11/2/20,8:56:55 PM,1.32E+17,2:57:34,,6.0941,27.09,36557,1013.25,35,27.84,,6.7036,26.53,7580,1013.25,35,25.3,,6.163,26.98,43890,1013.25,35,27.84,,5.9727,27.3,34678,1013.25,35,27.84,,27.84
11/2/20,8:57:25 PM,1.32E+17,2:58:04,,6.0841,27.1,36557,1013.25,35,27.86,,6.7101,26.52,7586,1013.25,35,25.3,,6.147,27,43888,1013.25,35,27.86,,5.9686,27.3,34675,1013.25,35,27.86,,27.86
11/2/20,8:57:55 PM,1.32E+17,2:58:34,,6.0862,27.1,36555,1013.25,35,27.85,,6.723,26.5,7587,1013.25,35,25.3,,6.1492,27,43890,1013.25,35,27.85,,5.965,27.31,34678,1013.25,35,27.85,,27.85
11/2/20,8:58:25 PM,1.32E+17,2:59:04,,6.092,27.09,36555,1013.25,35,27.85,,6.736,26.48,7583,1013.25,35,25.3,,6.1609,26.98,43894,1013.25,35,27.85,,5.9707,27.3,34666,1013.25,35,27.85,,27.85
11/2/20,8:58:55 PM,1.32E+17,2:59:34,,6.0819,27.1,36564,1013.25,35,27.87,,6.7165,26.51,7582,1013.25,35,25.3,,6.139,27.01,43893,1013.25,35,27.87,,5.9721,27.29,34657,1013.25,35,27.87,,27.87
11/2/20,8:59:25 PM,1.32E+17,3:00:04,,6.0877,27.09,36566,1013.25,35,27.87,,6.7165,26.51,7582,1013.25,35,25.3,,6.1507,26.99,43894,1013.25,35,27.87,,5.9721,27.29,34650,1013.25,35,27.87,,27.87
11/2/20,8:59:55 PM,1.32E+17,3:00:34,,6.074,27.11,36564,1013.25,35,27.88,,6.7295,26.49,7579,1013.25,35,25.3,,6.1486,26.99,43907,1013.25,35,27.88,,5.9701,27.29,34653,1013.25,35,27.88,,27.88
11/2/20,9:00:25 PM,1.32E+17,3:01:04,,6.0776,27.1,36571,1013.25,35,27.89,,6.7295,26.49,7581,1013.25,35,25.3,,6.1406,27,43910,1013.25,35,27.89,,5.968,27.29,34641,1013.25,35,27.89,,27.89
11/2/20,9:00:55 PM,1.32E+17,3:01:34,,6.0856,27.09,36569,1013.25,35,27.88,,6.736,26.48,7564,1013.25,35,25.3,,6.1544,26.98,43865,1013.25,35,27.88,,5.9757,27.28,34637,1013.25,35,27.88,,27.88
11/2/20,9:01:25 PM,1.32E+17,3:02:04,,6.1548,26.96,36296,1013.25,35,27.91,,6.7686,26.43,7558,1013.25,35,25.3,,6.1597,26.96,43819,1013.25,35,27.91,,5.9921,27.24,34567,1013.25,35,27.91,,27.91
11/2/20,9:01:55 PM,1.32E+17,3:02:34,,6.1724,26.93,36245,1013.25,35,27.91,,6.7751,26.42,7545,1013.25,35,25.3,,6.1773,26.93,43764,1013.25,35,27.91,,6.0205,27.19,34470,1013.25,35,27.91,,27.91
11/2/20,9:02:25 PM,1.32E+17,3:03:04,,6.1762,26.92,36245,1013.25,35,27.92,,6.8013,26.38,7532,1013.25,35,25.3,,6.187,26.91,43708,1013.25,35,27.92,,6.0298,27.17,34398,1013.25,35,27.92,,27.92
11/2/20,9:02:55 PM,1.32E+17,3:03:34,,6.1666,26.94,36256,1013.25,35,27.91,,6.8079,26.37,7527,1013.25,35,25.3,,6.195,26.9,43667,1013.25,35,27.91,,6.0548,27.13,34344,1013.25,35,27.91,,27.91
11/2/20,9:03:25 PM,1.32E+17,3:04:04,,6.1585,26.95,36285,1013.25,35,27.92,,6.8079,26.37,7515,1013.25,35,25.3,,6.2047,26.88,43618,1013.25,35,27.92,,6.07,27.1,34286,1013.25,35,27.92,,27.92
11/2/20,9:03:55 PM,1.32E+17,3:04:34,,6.1622,26.94,36275,1013.25,35,27.93,,6.8608,26.29,7512,1013.25,35,25.3,,6.2203,26.85,43582,1013.25,35,27.93,,6.0852,27.07,34239,1013.25,35,27.93,,27.93
11/2/20,9:04:25 PM,1.32E+17,3:05:04,,6.1703,26.93,36256,1013.25,35,27.92,,6.8542,26.3,7504,1013.25,35,25.3,,6.2225,26.85,43541,1013.25,35,27.92,,6.1047,27.04,34190,1013.25,35,27.92,,27.92
11/2/20,9:04:55 PM,1.32E+17,3:05:34,,6.1821,26.91,36212,1013.25,35,27.92,,6.8542,26.3,7497,1013.25,35,25.3,,6.2344,26.83,43506,1013.25,35,27.92,,6.1105,27.03,34165,1013.25,35,27.92,,27.92
11/2/20,9:05:25 PM,1.32E+17,3:06:04,,6.1998,26.88,36179,1013.25,35,27.92,,6.8475,26.31,7495,1013.25,35,25.3,,6.2523,26.8,43484,1013.25,35,27.92,,6.1221,27.01,34127,1013.25,35,27.92,,27.92
11/2/20,9:05:55 PM,1.32E+17,3:06:34,,6.2079,26.87,36141,1013.25,35,27.91,,6.8808,26.26,7487,1013.25,35,25.3,,6.2545,26.8,43456,1013.25,35,27.91,,6.1417,26.98,34087,1013.25,35,27.91,,27.91
11/2/20,9:06:25 PM,1.32E+17,3:07:04,,6.2198,26.85,36112,1013.25,35,27.91,,6.8875,26.25,7486,1013.25,35,25.3,,6.2664,26.78,43417,1013.25,35,27.91,,6.1593,26.95,34044,1013.25,35,27.91,,27.91
11/2/20,9:06:55 PM,1.32E+17,3:07:34,,6.2295,26.83,36079,1013.25,35,27.92,,6.921,26.2,7473,1013.25,35,25.3,,6.2702,26.77,43398,1013.25,35,27.92,,6.1689,26.93,34007,1013.25,35,27.92,,27.92
11/2/20,9:07:25 PM,1.32E+17,3:08:04,,6.2317,26.83,36048,1013.25,35,27.91,,6.921,26.2,7472,1013.25,35,25.3,,6.2784,26.76,43368,1013.25,35,27.91,,6.1828,26.91,33964,1013.25,35,27.91,,27.91
11/2/20,9:07:55 PM,1.32E+17,3:08:34,,6.2436,26.81,36023,1013.25,35,27.91,,6.9142,26.21,7465,1013.25,35,25.3,,6.2784,26.76,43349,1013.25,35,27.91,,6.1828,26.91,33934,1013.25,35,27.91,,27.91
11/2/20,9:08:25 PM,1.32E+17,3:09:04,,6.2458,26.81,36000,1013.25,35,27.9,,6.8942,26.24,7466,1013.25,35,25.3,,6.2926,26.74,43326,1013.25,35,27.9,,6.2027,26.88,33905,1013.25,35,27.9,,27.9
11/2/20,9:08:55 PM,1.32E+17,3:09:34,,6.2578,26.79,35983,1013.25,35,27.9,,6.9008,26.23,7460,1013.25,35,25.3,,6.2987,26.73,43306,1013.25,35,27.9,,6.2145,26.86,33878,1013.25,35,27.9,,27.9
11/2/20,9:09:25 PM,1.32E+17,3:10:04,,6.2676,26.77,35960,1013.25,35,27.91,,6.9277,26.19,7462,1013.25,35,25.3,,6.2965,26.73,43292,1013.25,35,27.91,,6.2183,26.85,33849,1013.25,35,27.91,,27.91
11/2/20,9:09:55 PM,1.32E+17,3:10:34,,6.2698,26.77,35943,1013.25,35,27.9,,6.9344,26.18,7459,1013.25,35,25.3,,6.3047,26.72,43283,1013.25,35,27.9,,6.2264,26.84,33820,1013.25,35,27.9,,27.9
11/2/20,9:10:25 PM,1.32E+17,3:11:04,,6.2736,26.76,35925,1013.25,35,27.91,,6.9412,26.17,7456,1013.25,35,25.3,,6.2965,26.73,43271,1013.25,35,27.91,,6.2361,26.82,33800,1013.25,35,27.91,,27.91
11/2/20,9:10:55 PM,1.32E+17,3:11:34,,6.284,26.75,35910,1013.25,35,27.89,,6.9479,26.16,7455,1013.25,35,25.3,,6.3069,26.72,43265,1013.25,35,27.89,,6.2464,26.81,33777,1013.25,35,27.89,,27.89
11/2/20,9:11:25 PM,1.32E+17,3:12:04,,6.2862,26.75,35892,1013.25,35,27.88,,6.9412,26.17,7452,1013.25,35,25.3,,6.3152,26.71,43248,1013.25,35,27.88,,6.2546,26.8,33764,1013.25,35,27.88,,27.88
11/2/20,9:11:55 PM,1.32E+17,3:12:34,,6.2922,26.74,35883,1013.25,35,27.88,,6.9479,26.16,7448,1013.25,35,25.3,,6.3091,26.72,43241,1013.25,35,27.88,,6.2546,26.8,33750,1013.25,35,27.88,,27.88
11/2/20,9:12:25 PM,1.32E+17,3:13:04,,6.2862,26.75,35885,1013.25,35,27.88,,6.9277,26.19,7452,1013.25,35,25.3,,6.3273,26.69,43232,1013.25,35,27.88,,6.2606,26.79,33736,1013.25,35,27.88,,27.88
11/2/20,9:12:55 PM,1.32E+17,3:13:34,,6.296,26.73,35865,1013.25,35,27.89,,6.9277,26.19,7451,1013.25,35,25.3,,6.319,26.7,43217,1013.25,35,27.89,,6.2584,26.79,33713,1013.25,35,27.89,,27.89
11/2/20,9:13:25 PM,1.32E+17,3:14:04,,6.3104,26.71,35861,1013.25,35,27.88,,6.975,26.12,7451,1013.25,35,25.3,,6.3273,26.69,43213,1013.25,35,27.88,,6.2725,26.77,33712,1013.25,35,27.88,,27.88
11/2/20,9:13:55 PM,1.32E+17,3:14:34,,6.3065,26.72,35848,1013.25,35,27.87,,6.9547,26.15,7447,1013.25,35,25.3,,6.3295,26.69,43207,1013.25,35,27.87,,6.2747,26.77,33706,1013.25,35,27.87,,27.87
11/2/20,9:14:25 PM,1.32E+17,3:15:04,,6.3087,26.72,35840,1013.25,35,27.86,,6.9277,26.19,7452,1013.25,35,25.3,,6.3256,26.7,43203,1013.25,35,27.86,,6.2769,26.77,33697,1013.25,35,27.86,,27.86
11/2/20,9:14:55 PM,1.32E+17,3:15:34,,6.3087,26.72,35830,1013.25,35,27.86,,6.9954,26.09,7446,1013.25,35,25.3,,6.3378,26.68,43199,1013.25,35,27.86,,6.2769,26.77,33694,1013.25,35,27.86,,27.86
11/2/20,9:15:25 PM,1.32E+17,3:16:04,,6.3126,26.71,35833,1013.25,35,27.87,,6.9682,26.13,7447,1013.25,35,25.3,,6.3356,26.68,43202,1013.25,35,27.87,,6.2807,26.76,33674,1013.25,35,27.87,,27.87
11/2/20,9:15:55 PM,1.32E+17,3:16:34,,6.3148,26.71,35826,1013.25,35,27.86,,6.9682,26.13,7445,1013.25,35,25.3,,6.3317,26.69,43195,1013.25,35,27.86,,6.2829,26.76,33679,1013.25,35,27.86,,27.86
11/2/20,9:16:25 PM,1.32E+17,3:17:04,,6.317,26.71,35821,1013.25,35,27.85,,6.9344,26.18,7442,1013.25,35,25.3,,6.3339,26.69,43185,1013.25,35,27.85,,6.2911,26.75,33662,1013.25,35,27.85,,27.85
11/2/20,9:16:55 PM,1.32E+17,3:17:34,,6.3148,26.71,35814,1013.25,35,27.86,,6.9614,26.14,7442,1013.25,35,25.3,,6.3317,26.69,43178,1013.25,35,27.86,,6.2889,26.75,33663,1013.25,35,27.86,,27.86
11/2/20,9:17:25 PM,1.32E+17,3:18:04,,6.317,26.71,35815,1013.25,35,27.85,,6.9412,26.17,7444,1013.25,35,25.3,,6.34,26.68,43182,1013.25,35,27.85,,6.2911,26.75,33647,1013.25,35,27.85,,27.85
11/2/20,9:17:55 PM,1.32E+17,3:18:34,,6.3253,26.7,35811,1013.25,35,27.84,,6.9547,26.15,7443,1013.25,35,25.3,,6.3422,26.68,43176,1013.25,35,27.84,,6.3054,26.73,33643,1013.25,35,27.84,,27.84
11/2/20,9:18:25 PM,1.32E+17,3:19:04,,6.3231,26.7,35811,1013.25,35,27.85,,6.9479,26.16,7441,1013.25,35,25.3,,6.3461,26.67,43184,1013.25,35,27.85,,6.2971,26.74,33636,1013.25,35,27.85,,27.85
11/2/20,9:18:55 PM,1.32E+17,3:19:34,,6.3209,26.7,35805,1013.25,35,27.86,,6.975,26.12,7443,1013.25,35,25.3,,6.3317,26.69,43181,1013.25,35,27.86,,6.301,26.73,33625,1013.25,35,27.86,,27.86
11/2/20,9:19:25 PM,1.32E+17,3:20:04,,6.3253,26.7,35797,1013.25,35,27.84,,6.9547,26.15,7441,1013.25,35,25.3,,6.3422,26.68,43175,1013.25,35,27.84,,6.3114,26.72,33632,1013.25,35,27.84,,27.84
11/2/20,9:19:55 PM,1.32E+17,3:20:34,,6.3231,26.7,35793,1013.25,35,27.85,,6.9682,26.13,7440,1013.25,35,25.3,,6.34,26.68,43167,1013.25,35,27.85,,6.3092,26.72,33621,1013.25,35,27.85,,27.85
11/2/20,9:20:25 PM,1.32E+17,3:21:04,,6.3314,26.69,35792,1013.25,35,27.84,,6.9277,26.19,7444,1013.25,35,25.3,,6.3483,26.67,43174,1013.25,35,27.84,,6.3114,26.72,33622,1013.25,35,27.84,,27.84
11/2/20,9:20:55 PM,1.32E+17,3:21:34,,6.3292,26.69,35792,1013.25,35,27.85,,6.9479,26.16,7438,1013.25,35,25.3,,6.3461,26.67,43171,1013.25,35,27.85,,6.3152,26.71,33616,1013.25,35,27.85,,27.85
11/2/20,9:21:25 PM,1.32E+17,3:22:04,,6.3314,26.69,35784,1013.25,35,27.84,,6.9547,26.15,7442,1013.25,35,25.3,,6.3422,26.68,43164,1013.25,35,27.84,,6.3235,26.7,33606,1013.25,35,27.84,,27.84
11/2/20,9:21:55 PM,1.32E+17,3:22:34,,6.3247,26.69,35790,1013.25,35,27.87,,6.9682,26.13,7443,1013.25,35,25.3,,6.3356,26.68,43173,1013.25,35,27.87,,6.3108,26.71,33601,1013.25,35,27.87,,27.87
11/2/20,9:22:25 PM,1.32E+17,3:23:04,,6.3285,26.68,35786,1013.25,35,27.88,,6.9547,26.15,7444,1013.25,35,25.3,,6.3333,26.68,43167,1013.25,35,27.88,,6.3086,26.71,33601,1013.25,35,27.88,,27.88
11/2/20,9:22:55 PM,1.32E+17,3:23:34,,6.3263,26.68,35777,1013.25,35,27.89,,6.9614,26.14,7438,1013.25,35,25.3,,6.3372,26.67,43164,1013.25,35,27.89,,6.3065,26.71,33598,1013.25,35,27.89,,27.89
11/2/20,9:23:26 PM,1.32E+17,3:24:04,,6.318,26.69,35776,1013.25,35,27.9,,6.9547,26.15,7439,1013.25,35,25.3,,6.3411,26.66,43130,1013.25,35,27.9,,6.3043,26.71,33591,1013.25,35,27.9,,27.9
11/2/20,9:23:55 PM,1.32E+17,3:24:34,,6.3263,26.68,35771,1013.25,35,27.89,,6.9682,26.13,7441,1013.25,35,25.3,,6.3433,26.66,43139,1013.25,35,27.89,,6.3065,26.71,33585,1013.25,35,27.89,,27.89
11/2/20,9:24:25 PM,1.32E+17,3:25:04,,6.3241,26.68,35765,1013.25,35,27.9,,6.9886,26.1,7439,1013.25,35,25.3,,6.335,26.67,43144,1013.25,35,27.9,,6.3103,26.7,33580,1013.25,35,27.9,,27.9
11/2/20,9:24:55 PM,1.32E+17,3:25:34,,6.3218,26.68,35757,1013.25,35,27.91,,6.9886,26.1,7436,1013.25,35,25.3,,6.3389,26.66,43140,1013.25,35,27.91,,6.3021,26.71,33580,1013.25,35,27.91,,27.91
11/2/20,9:25:25 PM,1.32E+17,3:26:04,,6.3301,26.67,35763,1013.25,35,27.9,,6.9614,26.14,7433,1013.25,35,25.3,,6.3411,26.66,43137,1013.25,35,27.9,,6.3103,26.7,33579,1013.25,35,27.9,,27.9
11/2/20,9:25:55 PM,1.32E+17,3:26:34,,6.3279,26.67,35754,1013.25,35,27.91,,6.9547,26.15,7436,1013.25,35,25.3,,6.3328,26.67,43133,1013.25,35,27.91,,6.3081,26.7,33576,1013.25,35,27.91,,27.91
11/2/20,9:26:26 PM,1.32E+17,3:27:04,,6.3401,26.65,35728,1013.25,35,27.91,,6.975,26.12,7430,1013.25,35,25.3,,6.3328,26.67,43128,1013.25,35,27.91,,6.3081,26.7,33569,1013.25,35,27.91,,27.91
11/2/20,9:26:56 PM,1.32E+17,3:27:34,,6.3423,26.65,35729,1013.25,35,27.9,,6.9547,26.15,7435,1013.25,35,25.3,,6.3472,26.65,43124,1013.25,35,27.9,,6.3224,26.68,33557,1013.25,35,27.9,,27.9
11/2/20,9:27:25 PM,1.32E+17,3:28:04,,6.3279,26.67,35747,1013.25,35,27.91,,6.9682,26.13,7434,1013.25,35,25.3,,6.3449,26.65,43128,1013.25,35,27.91,,6.3142,26.69,33555,1013.25,35,27.91,,27.91
11/2/20,9:27:55 PM,1.32E+17,3:28:34,,6.334,26.66,35747,1013.25,35,27.91,,6.9682,26.13,7435,1013.25,35,25.3,,6.3449,26.65,43111,1013.25,35,27.91,,6.3142,26.69,33560,1013.25,35,27.91,,27.91
11/2/20,9:28:25 PM,1.32E+17,3:29:04,,6.3257,26.67,35737,1013.25,35,27.92,,6.9412,26.17,7431,1013.25,35,25.3,,6.3427,26.65,43104,1013.25,35,27.92,,6.312,26.69,33553,1013.25,35,27.92,,27.92
11/2/20,9:28:55 PM,1.32E+17,3:29:34,,6.3279,26.67,35736,1013.25,35,27.91,,6.9614,26.14,7433,1013.25,35,25.3,,6.3449,26.65,43106,1013.25,35,27.91,,6.3142,26.69,33555,1013.25,35,27.91,,27.91
11/2/20,9:29:26 PM,1.32E+17,3:30:04,,6.3301,26.67,35735,1013.25,35,27.9,,6.9614,26.14,7432,1013.25,35,25.3,,6.3532,26.64,43103,1013.25,35,27.9,,6.3224,26.68,33553,1013.25,35,27.9,,27.9
11/2/20,9:29:56 PM,1.32E+17,3:30:34,,6.3301,26.67,35732,1013.25,35,27.9,,6.9614,26.14,7434,1013.25,35,25.3,,6.3472,26.65,43093,1013.25,35,27.9,,6.3224,26.68,33544,1013.25,35,27.9,,27.9
11/2/20,9:30:26 PM,1.32E+17,3:31:04,,6.334,26.66,35730,1013.25,35,27.91,,6.9818,26.11,7434,1013.25,35,25.3,,6.3449,26.65,43099,1013.25,35,27.91,,6.3202,26.68,33550,1013.25,35,27.91,,27.91
11/2/20,9:30:56 PM,1.32E+17,3:31:34,,6.334,26.66,35734,1013.25,35,27.91,,6.9818,26.11,7433,1013.25,35,25.3,,6.351,26.64,43096,1013.25,35,27.91,,6.3142,26.69,33552,1013.25,35,27.91,,27.91
11/2/20,9:31:26 PM,1.32E+17,3:32:04,,6.3279,26.67,35733,1013.25,35,27.91,,6.9954,26.09,7432,1013.25,35,25.3,,6.3449,26.65,43085,1013.25,35,27.91,,6.3202,26.68,33543,1013.25,35,27.91,,27.91
11/2/20,9:31:56 PM,1.32E+17,3:32:34,,6.3362,26.66,35736,1013.25,35,27.9,,6.9682,26.13,7434,1013.25,35,25.3,,6.3472,26.65,43082,1013.25,35,27.9,,6.3163,26.69,33549,1013.25,35,27.9,,27.9
11/2/20,9:32:26 PM,1.32E+17,3:33:05,,6.3301,26.67,35733,1013.25,35,27.9,,6.9614,26.14,7431,1013.25,35,25.3,,6.3532,26.64,43078,1013.25,35,27.9,,6.3163,26.69,33548,1013.25,35,27.9,,27.9
11/2/20,9:32:56 PM,1.32E+17,3:33:34,,6.3385,26.66,35733,1013.25,35,27.89,,7.0022,26.08,7431,1013.25,35,25.3,,6.3616,26.63,43039,1013.25,35,27.89,,6.3246,26.68,33551,1013.25,35,27.89,,27.89
11/2/20,9:33:26 PM,1.32E+17,3:34:04,,6.3407,26.66,35732,1013.25,35,27.88,,6.9614,26.14,7433,1013.25,35,25.3,,6.3699,26.62,43054,1013.25,35,27.88,,6.3268,26.68,33547,1013.25,35,27.88,,27.88
11/2/20,9:33:56 PM,1.32E+17,3:34:34,,6.3346,26.67,35726,1013.25,35,27.88,,6.9886,26.1,7428,1013.25,35,25.3,,6.3638,26.63,43065,1013.25,35,27.88,,6.3268,26.68,33545,1013.25,35,27.88,,27.88
11/2/20,9:34:26 PM,1.32E+17,3:35:04,,6.3407,26.66,35725,1013.25,35,27.88,,6.9682,26.13,7430,1013.25,35,25.3,,6.3699,26.62,43052,1013.25,35,27.88,,6.3268,26.68,33543,1013.25,35,27.88,,27.88
11/2/20,9:34:56 PM,1.32E+17,3:35:34,,6.3407,26.66,35732,1013.25,35,27.88,,6.975,26.12,7433,1013.25,35,25.3,,6.3638,26.63,43047,1013.25,35,27.88,,6.3268,26.68,33539,1013.25,35,27.88,,27.88
11/2/20,9:35:26 PM,1.32E+17,3:36:04,,6.3452,26.66,35732,1013.25,35,27.86,,6.9886,26.1,7430,1013.25,35,25.3,,6.3682,26.63,43056,1013.25,35,27.86,,6.3251,26.69,33543,1013.25,35,27.86,,27.86
11/2/20,9:35:56 PM,1.32E+17,3:36:34,,6.3551,26.64,35721,1013.25,35,27.87,,6.9547,26.15,7432,1013.25,35,25.3,,6.366,26.63,43051,1013.25,35,27.87,,6.329,26.68,33549,1013.25,35,27.87,,27.87
11/2/20,9:36:26 PM,1.32E+17,3:37:05,,6.3368,26.67,35728,1013.25,35,27.87,,6.9886,26.1,7427,1013.25,35,25.3,,6.3599,26.64,43061,1013.25,35,27.87,,6.329,26.68,33547,1013.25,35,27.87,,27.87
11/2/20,9:36:56 PM,1.32E+17,3:37:34,,6.3429,26.66,35726,1013.25,35,27.87,,6.9954,26.09,7437,1013.25,35,25.3,,6.366,26.63,43069,1013.25,35,27.87,,6.329,26.68,33545,1013.25,35,27.87,,27.87
11/2/20,9:37:26 PM,1.32E+17,3:38:04,,6.3452,26.66,35729,1013.25,35,27.86,,6.975,26.12,7429,1013.25,35,25.3,,6.3682,26.63,43071,1013.25,35,27.86,,6.3312,26.68,33548,1013.25,35,27.86,,27.86
11/2/20,9:37:56 PM,1.32E+17,3:38:34,,6.3452,26.66,35729,1013.25,35,27.86,,6.9954,26.09,7431,1013.25,35,25.3,,6.3682,26.63,43067,1013.25,35,27.86,,6.3312,26.68,33547,1013.25,35,27.86,,27.86
11/2/20,9:38:26 PM,1.32E+17,3:39:04,,6.3474,26.66,35744,1013.25,35,27.85,,6.975,26.12,7426,1013.25,35,25.3,,6.3644,26.64,43069,1013.25,35,27.85,,6.3334,26.68,33545,1013.25,35,27.85,,27.85
11/2/20,9:38:56 PM,1.32E+17,3:39:34,,6.3474,26.66,35734,1013.25,35,27.85,,6.9682,26.13,7434,1013.25,35,25.3,,6.3644,26.64,43072,1013.25,35,27.85,,6.3273,26.69,33544,1013.25,35,27.85,,27.85
11/2/20,9:39:26 PM,1.32E+17,3:40:04,,6.3496,26.66,35733,1013.25,35,27.84,,6.9954,26.09,7430,1013.25,35,25.3,,6.3666,26.64,43072,1013.25,35,27.84,,6.3295,26.69,33550,1013.25,35,27.84,,27.84
11/2/20,9:39:56 PM,1.32E+17,3:40:35,,6.3375,26.68,35738,1013.25,35,27.84,,6.9818,26.11,7430,1013.25,35,25.3,,6.3727,26.63,43076,1013.25,35,27.84,,6.3356,26.68,33553,1013.25,35,27.84,,27.84
11/2/20,9:40:26 PM,1.32E+17,3:41:05,,6.3474,26.66,35734,1013.25,35,27.85,,6.9886,26.1,7435,1013.25,35,25.3,,6.3705,26.63,43074,1013.25,35,27.85,,6.3334,26.68,33547,1013.25,35,27.85,,27.85
11/2/20,9:40:56 PM,1.32E+17,3:41:34,,6.3413,26.67,35740,1013.25,35,27.85,,6.975,26.12,7433,1013.25,35,25.3,,6.3705,26.63,43067,1013.25,35,27.85,,6.3395,26.67,33560,1013.25,35,27.85,,27.85
11/2/20,9:41:26 PM,1.32E+17,3:42:04,,6.3496,26.66,35731,1013.25,35,27.84,,6.9818,26.11,7436,1013.25,35,25.3,,6.3727,26.63,43067,1013.25,35,27.84,,6.3295,26.69,33556,1013.25,35,27.84,,27.84
11/2/20,9:41:56 PM,1.32E+17,3:42:35,,6.3397,26.68,35730,1013.25,35,27.83,,6.9682,26.13,7433,1013.25,35,25.3,,6.381,26.62,43064,1013.25,35,27.83,,6.3318,26.69,33555,1013.25,35,27.83,,27.83
11/2/20,9:42:26 PM,1.32E+17,3:43:04,,6.3474,26.66,35735,1013.25,35,27.85,,6.9479,26.16,7433,1013.25,35,25.3,,6.3644,26.64,43068,1013.25,35,27.85,,6.3273,26.69,33552,1013.25,35,27.85,,27.85
11/2/20,9:42:56 PM,1.32E+17,3:43:34,,6.3352,26.68,35735,1013.25,35,27.85,,6.9954,26.09,7431,1013.25,35,25.3,,6.3644,26.64,43066,1013.25,35,27.85,,6.3273,26.69,33551,1013.25,35,27.85,,27.85
11/2/20,9:43:26 PM,1.32E+17,3:44:05,,6.3452,26.66,35737,1013.25,35,27.86,,6.975,26.12,7433,1013.25,35,25.3,,6.3682,26.63,43066,1013.25,35,27.86,,6.3312,26.68,33526,1013.25,35,27.86,,27.86
11/2/20,9:43:56 PM,1.32E+17,3:44:35,,6.3429,26.66,35733,1013.25,35,27.87,,6.9682,26.13,7432,1013.25,35,25.3,,6.366,26.63,43073,1013.25,35,27.87,,6.3411,26.66,33511,1013.25,35,27.87,,27.87
11/2/20,9:44:26 PM,1.32E+17,3:45:05,,6.3452,26.66,35731,1013.25,35,27.86,,6.9886,26.1,7433,1013.25,35,25.3,,6.3682,26.63,43071,1013.25,35,27.86,,6.3312,26.68,33532,1013.25,35,27.86,,27.86
11/2/20,9:44:56 PM,1.32E+17,3:45:35,,6.3468,26.65,35738,1013.25,35,27.88,,7.009,26.07,7429,1013.25,35,25.3,,6.3577,26.64,43060,1013.25,35,27.88,,6.3268,26.68,33541,1013.25,35,27.88,,27.88
11/2/20,9:45:26 PM,1.32E+17,3:46:05,,6.3324,26.67,35733,1013.25,35,27.89,,7.0022,26.08,7428,1013.25,35,25.3,,6.3616,26.63,43059,1013.25,35,27.89,,6.3246,26.68,33539,1013.25,35,27.89,,27.89
